surah_no,surah_name_en,surah_name_roman,ayah_no_surah,ayah_no_quran,,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words,emotion
2,The Cow,Al-Baqarah,154,161,,وَلَنَبْلُوَنَّكُم بِشَىْءٍۢ مِّنَ ٱلْخَوْفِ وَٱلْجُوعِ وَنَقْصٍۢ مِّنَ ٱلْأَمْوَٰلِ وَٱلْأَنفُسِ وَٱلثَّمَرَٰتِ ۗ وَبَشِّرِ ٱلصَّٰبِرِينَ,"We shall certainly test you with fear and hunger, and loss of property, lives and crops. Give good news to those who endure with fortitude.",20,2,1,9,286,6236,Medinan,FALSE,,13,"[وَلَنَبْلُوَنَّكُم,بِشَىْءٍۢ,مِّنَ,ٱلْخَوْفِ,وَٱلْجُوعِ,وَنَقْصٍۢ,مِّنَ,ٱلْأَمْوَٰلِ,وَٱلْأَنفُسِ,وَٱلثَّمَرَٰتِ,ۗ,وَبَشِّرِ,ٱلصَّٰبِرِينَ]",hope
2,The Cow,Al-Baqarah,155,162,,ٱلَّذِينَ إِذَآ أَصَٰبَتْهُم مُّصِيبَةٌۭ قَالُوٓا۟ إِنَّا لِلَّهِ وَإِنَّآ إِلَيْهِ رَٰجِعُونَ,"Those who say, when afflicted with a calamity, ""We belong to God and to Him we shall return,""",20,2,1,9,286,6236,Medinan,FALSE,,10,"[ٱلَّذِينَ,إِذَآ,أَصَٰبَتْهُم,مُّصِيبَةٌۭ,قَالُوٓا۟,إِنَّا,لِلَّهِ,وَإِنَّآ,إِلَيْهِ,رَٰجِعُونَ]",grief
2,The Cow,Al-Baqarah,156,163,,أُو۟لَٰٓئِكَ عَلَيْهِمْ صَلَوَٰتٌۭ مِّن رَّبِّهِمْ وَرَحْمَةٌۭ ۖ وَأُو۟لَٰٓئِكَ هُمُ ٱلْمُهْتَدُونَ,are the ones who will have blessings and mercy from their Lord: it is they who are on the right path!,20,2,1,9,286,6236,Medinan,FALSE,,10,"[أُو۟لَٰٓئِكَ,عَلَيْهِمْ,صَلَوَٰتٌۭ,مِّن,رَّبِّهِمْ,وَرَحْمَةٌۭ,ۖ,وَأُو۟لَٰٓئِكَ,هُمُ,ٱلْمُهْتَدُونَ]",hope
2,The Cow,Al-Baqarah,157,164,,۞ إِنَّ ٱلصَّفَا وَٱلْمَرْوَةَ مِن شَعَآئِرِ ٱللَّهِ ۖ فَمَنْ حَجَّ ٱلْبَيْتَ أَوِ ٱعْتَمَرَ فَلَا جُنَاحَ عَلَيْهِ أَن يَطَّوَّفَ بِهِمَا ۚ وَمَن تَطَوَّعَ خَيْرًۭا فَإِنَّ ٱللَّهَ شَاكِرٌ عَلِيمٌ,"Safa and Marwah are among the symbols set up by God; there is nothing wrong if anyone goes on a pilgrimage to the House, or performs a minor pilgrimage, in walking to and fro between them. Of anyone who does good of his own accord, God is appreciative, and aware.",20,2,1,10,286,6236,Medinan,FALSE,,27,"[۞,إِنَّ,ٱلصَّفَا,وَٱلْمَرْوَةَ,مِن,شَعَآئِرِ,ٱللَّهِ,ۖ,فَمَنْ,حَجَّ,ٱلْبَيْتَ,أَوِ,ٱعْتَمَرَ,فَلَا,جُنَاحَ,عَلَيْهِ,أَن,يَطَّوَّفَ,بِهِمَا,ۚ,وَمَن,تَطَوَّعَ,خَيْرًۭا,فَإِنَّ,ٱللَّهَ,شَاكِرٌ,عَلِيمٌ]",hope
2,The Cow,Al-Baqarah,158,165,,إِنَّ ٱلَّذِينَ يَكْتُمُونَ مَآ أَنزَلْنَا مِنَ ٱلْبَيِّنَٰتِ وَٱلْهُدَىٰ مِنۢ بَعْدِ مَا بَيَّنَّٰهُ لِلنَّاسِ فِى ٱلْكِتَٰبِ ۙ أُو۟لَٰٓئِكَ يَلْعَنُهُمُ ٱللَّهُ وَيَلْعَنُهُمُ ٱللَّٰعِنُونَ,"Those who conceal the evidence of the truth and the guidance We have revealed, after We have made them clear to people in the Scripture, will be rejected by God and so do others.",20,2,1,10,286,6236,Medinan,FALSE,,21,"[إِنَّ,ٱلَّذِينَ,يَكْتُمُونَ,مَآ,أَنزَلْنَا,مِنَ,ٱلْبَيِّنَٰتِ,وَٱلْهُدَىٰ,مِنۢ,بَعْدِ,مَا,بَيَّنَّٰهُ,لِلنَّاسِ,فِى,ٱلْكِتَٰبِ,ۙ,أُو۟لَٰٓئِكَ,يَلْعَنُهُمُ,ٱللَّهُ,وَيَلْعَنُهُمُ,ٱللَّٰعِنُونَ]",grief
2,The Cow,Al-Baqarah,159,166,,إِلَّا ٱلَّذِينَ تَابُوا۟ وَأَصْلَحُوا۟ وَبَيَّنُوا۟ فَأُو۟لَٰٓئِكَ أَتُوبُ عَلَيْهِمْ ۚ وَأَنَا ٱلتَّوَّابُ ٱلرَّحِيمُ,"But from those who repent and mend their ways and make known the truth, I will certainly accept their repentance: I am the Ever Relenting, the Most Merciful.",20,2,1,10,286,6236,Medinan,FALSE,,12,"[إِلَّا,ٱلَّذِينَ,تَابُوا۟,وَأَصْلَحُوا۟,وَبَيَّنُوا۟,فَأُو۟لَٰٓئِكَ,أَتُوبُ,عَلَيْهِمْ,ۚ,وَأَنَا,ٱلتَّوَّابُ,ٱلرَّحِيمُ]",hope
2,The Cow,Al-Baqarah,160,167,,إِنَّ ٱلَّذِينَ كَفَرُوا۟ وَمَاتُوا۟ وَهُمْ كُفَّارٌ أُو۟لَٰٓئِكَ عَلَيْهِمْ لَعْنَةُ ٱللَّهِ وَٱلْمَلَٰٓئِكَةِ وَٱلنَّاسِ أَجْمَعِينَ,"Those who deny the truth, and die as deniers, on them shall be the curse of God and of angels and of men altogether.",20,2,1,10,286,6236,Medinan,FALSE,,13,"[إِنَّ,ٱلَّذِينَ,كَفَرُوا۟,وَمَاتُوا۟,وَهُمْ,كُفَّارٌ,أُو۟لَٰٓئِكَ,عَلَيْهِمْ,لَعْنَةُ,ٱللَّهِ,وَٱلْمَلَٰٓئِكَةِ,وَٱلنَّاسِ,أَجْمَعِينَ]",grief
2,The Cow,Al-Baqarah,161,168,,خَٰلِدِينَ فِيهَا ۖ لَا يُخَفَّفُ عَنْهُمُ ٱلْعَذَابُ وَلَا هُمْ يُنظَرُونَ,"Under it they shall remain forever; their punishment shall not be lightened, nor shall they be granted respite.",20,2,1,10,286,6236,Medinan,FALSE,,10,"[خَٰلِدِينَ,فِيهَا,ۖ,لَا,يُخَفَّفُ,عَنْهُمُ,ٱلْعَذَابُ,وَلَا,هُمْ,يُنظَرُونَ]",grief
2,The Cow,Al-Baqarah,162,169,,وَإِلَٰهُكُمْ إِلَٰهٌۭ وَٰحِدٌۭ ۖ لَّآ إِلَٰهَ إِلَّا هُوَ ٱلرَّحْمَٰنُ ٱلرَّحِيمُ,"Your God is one God. There is no deity save Him. He is the Compassionate, the Merciful.",20,2,1,10,286,6236,Medinan,FALSE,,10,"[وَإِلَٰهُكُمْ,إِلَٰهٌۭ,وَٰحِدٌۭ,ۖ,لَّآ,إِلَٰهَ,إِلَّا,هُوَ,ٱلرَّحْمَٰنُ,ٱلرَّحِيمُ]",mercy
2,The Cow,Al-Baqarah,163,170,,إِنَّ فِى خَلْقِ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَٱخْتِلَٰفِ ٱلَّيْلِ وَٱلنَّهَارِ وَٱلْفُلْكِ ٱلَّتِى تَجْرِى فِى ٱلْبَحْرِ بِمَا يَنفَعُ ٱلنَّاسَ وَمَآ أَنزَلَ ٱللَّهُ مِنَ ٱلسَّمَآءِ مِن مَّآءٍۢ فَأَحْيَا بِهِ ٱلْأَرْضَ بَعْدَ مَوْتِهَا وَبَثَّ فِيهَا مِن كُلِّ دَآبَّةٍۢ وَتَصْرِيفِ ٱلرِّيَٰحِ وَٱلسَّحَابِ ٱلْمُسَخَّرِ بَيْنَ ٱلسَّمَآءِ وَٱلْأَرْضِ لَءَايَٰتٍۢ لِّقَوْمٍۢ يَعْقِلُونَ,"In the creation of the heavens and the earth; in the alternation of night and day; in the ships that sail the ocean bearing cargoes beneficial to man; in the water which God sends down from the sky and with which He revives the earth after its death, scattering over it all kinds of animals; in the courses of the winds, and in the clouds pressed into service between earth and sky, there are indeed signs for people who use their reason.",21,2,1,10,286,6236,Medinan,FALSE,,43,"[إِنَّ,فِى,خَلْقِ,ٱلسَّمَٰوَٰتِ,وَٱلْأَرْضِ,وَٱخْتِلَٰفِ,ٱلَّيْلِ,وَٱلنَّهَارِ,وَٱلْفُلْكِ,ٱلَّتِى,تَجْرِى,فِى,ٱلْبَحْرِ,بِمَا,يَنفَعُ,ٱلنَّاسَ,وَمَآ,أَنزَلَ,ٱللَّهُ,مِنَ,ٱلسَّمَآءِ,مِن,مَّآءٍۢ,فَأَحْيَا,بِهِ,ٱلْأَرْضَ,بَعْدَ,مَوْتِهَا,وَبَثَّ,فِيهَا,مِن,كُلِّ,دَآبَّةٍۢ,وَتَصْرِيفِ,ٱلرِّيَٰحِ,وَٱلسَّحَابِ,ٱلْمُسَخَّرِ,بَيْنَ,ٱلسَّمَآءِ,وَٱلْأَرْضِ,لَءَايَٰتٍۢ,لِّقَوْمٍۢ,يَعْقِلُونَ]",hope
2,The Cow,Al-Baqarah,164,171,,وَمِنَ ٱلنَّاسِ مَن يَتَّخِذُ مِن دُونِ ٱللَّهِ أَندَادًۭا يُحِبُّونَهُمْ كَحُبِّ ٱللَّهِ ۖ وَٱلَّذِينَ ءَامَنُوٓا۟ أَشَدُّ حُبًّۭا لِّلَّهِ ۗ وَلَوْ يَرَى ٱلَّذِينَ ظَلَمُوٓا۟ إِذْ يَرَوْنَ ٱلْعَذَابَ أَنَّ ٱلْقُوَّةَ لِلَّهِ جَمِيعًۭا وَأَنَّ ٱللَّهَ شَدِيدُ ٱلْعَذَابِ,"Yet there are some who set up equals with God and adore them with the adoration due to God, but those who believe love God most. If only the wrongdoers could see, as they will see when they face the punishment, that all power belongs to God, and that God is severe in punishment.",21,2,1,10,286,6236,Medinan,FALSE,,33,"[وَمِنَ,ٱلنَّاسِ,مَن,يَتَّخِذُ,مِن,دُونِ,ٱللَّهِ,أَندَادًۭا,يُحِبُّونَهُمْ,كَحُبِّ,ٱللَّهِ,ۖ,وَٱلَّذِينَ,ءَامَنُوٓا۟,أَشَدُّ,حُبًّۭا,لِّلَّهِ,ۗ,وَلَوْ,يَرَى,ٱلَّذِينَ,ظَلَمُوٓا۟,إِذْ,يَرَوْنَ,ٱلْعَذَابَ,أَنَّ,ٱلْقُوَّةَ,لِلَّهِ,جَمِيعًۭا,وَأَنَّ,ٱللَّهَ,شَدِيدُ,ٱلْعَذَابِ]",divine justice
2,The Cow,Al-Baqarah,165,172,,إِذْ تَبَرَّأَ ٱلَّذِينَ ٱتُّبِعُوا۟ مِنَ ٱلَّذِينَ ٱتَّبَعُوا۟ وَرَأَوُا۟ ٱلْعَذَابَ وَتَقَطَّعَتْ بِهِمُ ٱلْأَسْبَابُ,"When they face their punishment, those who have been followed will disown their followers, and all their ties shall be cut asunder,",21,2,1,10,286,6236,Medinan,FALSE,,12,"[إِذْ,تَبَرَّأَ,ٱلَّذِينَ,ٱتُّبِعُوا۟,مِنَ,ٱلَّذِينَ,ٱتَّبَعُوا۟,وَرَأَوُا۟,ٱلْعَذَابَ,وَتَقَطَّعَتْ,بِهِمُ,ٱلْأَسْبَابُ]",divine justice
2,The Cow,Al-Baqarah,166,173,,وَقَالَ ٱلَّذِينَ ٱتَّبَعُوا۟ لَوْ أَنَّ لَنَا كَرَّةًۭ فَنَتَبَرَّأَ مِنْهُمْ كَمَا تَبَرَّءُوا۟ مِنَّا ۗ كَذَٰلِكَ يُرِيهِمُ ٱللَّهُ أَعْمَٰلَهُمْ حَسَرَٰتٍ عَلَيْهِمْ ۖ وَمَا هُم بِخَٰرِجِينَ مِنَ ٱلنَّارِ,"those who followed will say, ""If we could only return to the world, we would disown them as they have disowned us."" God will thus show them their actions as a cause of bitter regret and remorse. They shall never emerge from the Fire.",21,2,1,10,286,6236,Medinan,FALSE,,25,"[وَقَالَ,ٱلَّذِينَ,ٱتَّبَعُوا۟,لَوْ,أَنَّ,لَنَا,كَرَّةًۭ,فَنَتَبَرَّأَ,مِنْهُمْ,كَمَا,تَبَرَّءُوا۟,مِنَّا,ۗ,كَذَٰلِكَ,يُرِيهِمُ,ٱللَّهُ,أَعْمَٰلَهُمْ,حَسَرَٰتٍ,عَلَيْهِمْ,ۖ,وَمَا,هُم,بِخَٰرِجِينَ,مِنَ,ٱلنَّارِ]",grief
2,The Cow,Al-Baqarah,167,174,,يَٰٓأَيُّهَا ٱلنَّاسُ كُلُوا۟ مِمَّا فِى ٱلْأَرْضِ حَلَٰلًۭا طَيِّبًۭا وَلَا تَتَّبِعُوا۟ خُطُوَٰتِ ٱلشَّيْطَٰنِ ۚ إِنَّهُۥ لَكُمْ عَدُوٌّۭ مُّبِينٌ,"O mankind, eat whatever is lawful and wholesome on the earth; and do not follow in the footsteps of Satan; for he is indeed your avowed enemy.",22,2,1,10,286,6236,Medinan,FALSE,,17,"[يَٰٓأَيُّهَا,ٱلنَّاسُ,كُلُوا۟,مِمَّا,فِى,ٱلْأَرْضِ,حَلَٰلًۭا,طَيِّبًۭا,وَلَا,تَتَّبِعُوا۟,خُطُوَٰتِ,ٱلشَّيْطَٰنِ,ۚ,إِنَّهُۥ,لَكُمْ,عَدُوٌّۭ,مُّبِينٌ]",divine justice
2,The Cow,Al-Baqarah,168,175,,إِنَّمَا يَأْمُرُكُم بِٱلسُّوٓءِ وَٱلْفَحْشَآءِ وَأَن تَقُولُوا۟ عَلَى ٱللَّهِ مَا لَا تَعْلَمُونَ,He bids you only to do evil and to commit deeds of abomination and to attribute to God something of which you have no knowledge.,22,2,1,10,286,6236,Medinan,FALSE,,11,"[إِنَّمَا,يَأْمُرُكُم,بِٱلسُّوٓءِ,وَٱلْفَحْشَآءِ,وَأَن,تَقُولُوا۟,عَلَى,ٱللَّهِ,مَا,لَا,تَعْلَمُونَ]",divine justice
2,The Cow,Al-Baqarah,169,176,,وَإِذَا قِيلَ لَهُمُ ٱتَّبِعُوا۟ مَآ أَنزَلَ ٱللَّهُ قَالُوا۟ بَلْ نَتَّبِعُ مَآ أَلْفَيْنَا عَلَيْهِ ءَابَآءَنَآ ۗ أَوَلَوْ كَانَ ءَابَآؤُهُمْ لَا يَعْقِلُونَ شَيْـًۭٔا وَلَا يَهْتَدُونَ,"But when they are told, ""Follow what God has sent down,"" they answer, ""We will follow the ways of our fathers,"" even though their fathers did not use their reason, and were devoid of all guidance.",22,2,1,10,286,6236,Medinan,FALSE,,23,"[وَإِذَا,قِيلَ,لَهُمُ,ٱتَّبِعُوا۟,مَآ,أَنزَلَ,ٱللَّهُ,قَالُوا۟,بَلْ,نَتَّبِعُ,مَآ,أَلْفَيْنَا,عَلَيْهِ,ءَابَآءَنَآ,ۗ,أَوَلَوْ,كَانَ,ءَابَآؤُهُمْ,لَا,يَعْقِلُونَ,شَيْـًۭٔا,وَلَا,يَهْتَدُونَ]",hope
2,The Cow,Al-Baqarah,170,177,,وَمَثَلُ ٱلَّذِينَ كَفَرُوا۟ كَمَثَلِ ٱلَّذِى يَنْعِقُ بِمَا لَا يَسْمَعُ إِلَّا دُعَآءًۭ وَنِدَآءًۭ ۚ صُمٌّۢ بُكْمٌ عُمْىٌۭ فَهُمْ لَا يَعْقِلُونَ,"Those who deny the truth are like animals which hear nothing in your call but the sound of a voice, without understanding its meaning. They are deaf, dumb and blind. They understand nothing.",22,2,1,10,286,6236,Medinan,FALSE,,19,"[وَمَثَلُ,ٱلَّذِينَ,كَفَرُوا۟,كَمَثَلِ,ٱلَّذِى,يَنْعِقُ,بِمَا,لَا,يَسْمَعُ,إِلَّا,دُعَآءًۭ,وَنِدَآءًۭ,ۚ,صُمٌّۢ,بُكْمٌ,عُمْىٌۭ,فَهُمْ,لَا,يَعْقِلُونَ]",taqwa
2,The Cow,Al-Baqarah,171,178,,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ كُلُوا۟ مِن طَيِّبَٰتِ مَا رَزَقْنَٰكُمْ وَٱشْكُرُوا۟ لِلَّهِ إِن كُنتُمْ إِيَّاهُ تَعْبُدُونَ,"Believers, eat the wholesome things which We have provided for you and give thanks to God, if it is Him you worship.",22,2,1,10,286,6236,Medinan,FALSE,,14,"[يَٰٓأَيُّهَا,ٱلَّذِينَ,ءَامَنُوا۟,كُلُوا۟,مِن,طَيِّبَٰتِ,مَا,رَزَقْنَٰكُمْ,وَٱشْكُرُوا۟,لِلَّهِ,إِن,كُنتُمْ,إِيَّاهُ,تَعْبُدُونَ]",hope
2,The Cow,Al-Baqarah,172,179,,إِنَّمَا حَرَّمَ عَلَيْكُمُ ٱلْمَيْتَةَ وَٱلدَّمَ وَلَحْمَ ٱلْخِنزِيرِ وَمَآ أُهِلَّ بِهِۦ لِغَيْرِ ٱللَّهِ ۖ فَمَنِ ٱضْطُرَّ غَيْرَ بَاغٍۢ وَلَا عَادٍۢ فَلَآ إِثْمَ عَلَيْهِ ۚ إِنَّ ٱللَّهَ غَفُورٌۭ رَّحِيمٌ,"He has forbidden you only carrion, blood, and the flesh of swine; also any flesh that is consecrated other than in the name of God. But for one who is driven by necessity, neither craving nor transgressing, it is no sin. For God is forgiving and merciful.",22,2,1,10,286,6236,Medinan,FALSE,,27,"[إِنَّمَا,حَرَّمَ,عَلَيْكُمُ,ٱلْمَيْتَةَ,وَٱلدَّمَ,وَلَحْمَ,ٱلْخِنزِيرِ,وَمَآ,أُهِلَّ,بِهِۦ,لِغَيْرِ,ٱللَّهِ,ۖ,فَمَنِ,ٱضْطُرَّ,غَيْرَ,بَاغٍۢ,وَلَا,عَادٍۢ,فَلَآ,إِثْمَ,عَلَيْهِ,ۚ,إِنَّ,ٱللَّهَ,غَفُورٌۭ,رَّحِيمٌ]",divine justice
2,The Cow,Al-Baqarah,173,180,,إِنَّ ٱلَّذِينَ يَكْتُمُونَ مَآ أَنزَلَ ٱللَّهُ مِنَ ٱلْكِتَٰبِ وَيَشْتَرُونَ بِهِۦ ثَمَنًۭا قَلِيلًا ۙ أُو۟لَٰٓئِكَ مَا يَأْكُلُونَ فِى بُطُونِهِمْ إِلَّا ٱلنَّارَ وَلَا يُكَلِّمُهُمُ ٱللَّهُ يَوْمَ ٱلْقِيَٰمَةِ وَلَا يُزَكِّيهِمْ وَلَهُمْ عَذَابٌ أَلِيمٌ,"Those who conceal any part of the Scriptures which God has revealed in order to gain some paltry end, simply fill their bellies with Fire. On the Day of Resurrection, God will neither speak to them nor purify them. They will have a painful punishment.",22,2,1,10,286,6236,Medinan,FALSE,,30,"[إِنَّ,ٱلَّذِينَ,يَكْتُمُونَ,مَآ,أَنزَلَ,ٱللَّهُ,مِنَ,ٱلْكِتَٰبِ,وَيَشْتَرُونَ,بِهِۦ,ثَمَنًۭا,قَلِيلًا,ۙ,أُو۟لَٰٓئِكَ,مَا,يَأْكُلُونَ,فِى,بُطُونِهِمْ,إِلَّا,ٱلنَّارَ,وَلَا,يُكَلِّمُهُمُ,ٱللَّهُ,يَوْمَ,ٱلْقِيَٰمَةِ,وَلَا,يُزَكِّيهِمْ,وَلَهُمْ,عَذَابٌ,أَلِيمٌ]",grief
2,The Cow,Al-Baqarah,174,181,,أُو۟لَٰٓئِكَ ٱلَّذِينَ ٱشْتَرَوُا۟ ٱلضَّلَٰلَةَ بِٱلْهُدَىٰ وَٱلْعَذَابَ بِٱلْمَغْفِرَةِ ۚ فَمَآ أَصْبَرَهُمْ عَلَى ٱلنَّارِ,Those are the ones who have taken error in exchange for guidance and punishment for forgiveness. How little do they seem to fear the Fire!,22,2,1,10,286,6236,Medinan,FALSE,,12,"[أُو۟لَٰٓئِكَ,ٱلَّذِينَ,ٱشْتَرَوُا۟,ٱلضَّلَٰلَةَ,بِٱلْهُدَىٰ,وَٱلْعَذَابَ,بِٱلْمَغْفِرَةِ,ۚ,فَمَآ,أَصْبَرَهُمْ,عَلَى,ٱلنَّارِ]",divine justice
2,The Cow,Al-Baqarah,175,182,,ذَٰلِكَ بِأَنَّ ٱللَّهَ نَزَّلَ ٱلْكِتَٰبَ بِٱلْحَقِّ ۗ وَإِنَّ ٱلَّذِينَ ٱخْتَلَفُوا۟ فِى ٱلْكِتَٰبِ لَفِى شِقَاقٍۭ بَعِيدٍۢ,That is because God has sent down the Book with the truth. And those who pursue differences in the Scriptures go much too far in dissension.,22,2,1,10,286,6236,Medinan,FALSE,,15,"[ذَٰلِكَ,بِأَنَّ,ٱللَّهَ,نَزَّلَ,ٱلْكِتَٰبَ,بِٱلْحَقِّ,ۗ,وَإِنَّ,ٱلَّذِينَ,ٱخْتَلَفُوا۟,فِى,ٱلْكِتَٰبِ,لَفِى,شِقَاقٍۭ,بَعِيدٍۢ]",hope
2,The Cow,Al-Baqarah,176,183,,۞ لَّيْسَ ٱلْبِرَّ أَن تُوَلُّوا۟ وُجُوهَكُمْ قِبَلَ ٱلْمَشْرِقِ وَٱلْمَغْرِبِ وَلَٰكِنَّ ٱلْبِرَّ مَنْ ءَامَنَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْءَاخِرِ وَٱلْمَلَٰٓئِكَةِ وَٱلْكِتَٰبِ وَٱلنَّبِيِّۦنَ وَءَاتَى ٱلْمَالَ عَلَىٰ حُبِّهِۦ ذَوِى ٱلْقُرْبَىٰ وَٱلْيَتَٰمَىٰ وَٱلْمَسَٰكِينَ وَٱبْنَ ٱلسَّبِيلِ وَٱلسَّآئِلِينَ وَفِى ٱلرِّقَابِ وَأَقَامَ ٱلصَّلَوٰةَ وَءَاتَى ٱلزَّكَوٰةَ وَٱلْمُوفُونَ بِعَهْدِهِمْ إِذَا عَٰهَدُوا۟ ۖ وَٱلصَّٰبِرِينَ فِى ٱلْبَأْسَآءِ وَٱلضَّرَّآءِ وَحِينَ ٱلْبَأْسِ ۗ أُو۟لَٰٓئِكَ ٱلَّذِينَ صَدَقُوا۟ ۖ وَأُو۟لَٰٓئِكَ هُمُ ٱلْمُتَّقُونَ,"Virtue does not consist in whether you face towards the East or the West; virtue means believing in God, the Last Day, the angels, the Book and the prophets; the virtuous are those who, despite their love for it, give away their wealth to their relatives and to orphans and the very poor, and to travellers and those who ask \[for charity\], and to set slaves free, and who attend to their prayers and pay the alms, and who keep their pledges when they make them, and show patience in hardship and adversity, and in times of distress. Such are the true believers; and such are the God-fearing.",23,2,1,11,286,6236,Medinan,FALSE,,55,"[۞,لَّيْسَ,ٱلْبِرَّ,أَن,تُوَلُّوا۟,وُجُوهَكُمْ,قِبَلَ,ٱلْمَشْرِقِ,وَٱلْمَغْرِبِ,وَلَٰكِنَّ,ٱلْبِرَّ,مَنْ,ءَامَنَ,بِٱللَّهِ,وَٱلْيَوْمِ,ٱلْءَاخِرِ,وَٱلْمَلَٰٓئِكَةِ,وَٱلْكِتَٰبِ,وَٱلنَّبِيِّۦنَ,وَءَاتَى,ٱلْمَالَ,عَلَىٰ,حُبِّهِۦ,ذَوِى,ٱلْقُرْبَىٰ,وَٱلْيَتَٰمَىٰ,وَٱلْمَسَٰكِينَ,وَٱبْنَ,ٱلسَّبِيلِ,وَٱلسَّآئِلِينَ,وَفِى,ٱلرِّقَابِ,وَأَقَامَ,ٱلصَّلَوٰةَ,وَءَاتَى,ٱلزَّكَوٰةَ,وَٱلْمُوفُونَ,بِعَهْدِهِمْ,إِذَا,عَٰهَدُوا۟,ۖ,وَٱلصَّٰبِرِينَ,فِى,ٱلْبَأْسَآءِ,وَٱلضَّرَّآءِ,وَحِينَ,ٱلْبَأْسِ,ۗ,أُو۟لَٰٓئِكَ,ٱلَّذِينَ,صَدَقُوا۟,ۖ,وَأُو۟لَٰٓئِكَ,هُمُ,ٱلْمُتَّقُونَ]",hope
